[12:48:25] === SOAR Learning Loop ===
[12:48:25] Split: training | Tasks: 200 | Stored rules: 46
[12:48:25] Log: logs/learn_20260429_124825.log
[12:48:25] 
[12:48:25] [1/200] c9680e90: CORRECT  rule=mirror_shoot_anchor  via=stored(c9680e90)  (0.2s)
[12:48:38] [25/200] a2d730bd: CORRECT  rule=arrow_to_rectangle  via=stored(a2d730bd)  (1.3s)
[12:48:38] [26/200] 7f4411dc: CORRECT  rule=keep_solid_rectangles  via=stored(7f4411dc)  (0.4s)
[12:48:39] [27/200] 9f5f939b: CORRECT  rule=plus_center_marker  via=stored(9f5f939b)  (0.6s)
[12:48:39] [28/200] 93b581b8: CORRECT  rule=corner_diagonal_2x2  via=stored(93b581b8)  (0.2s)
[12:48:39] [29/200] 6350f1f4: CORRECT  rule=quadrant_repair  via=stored(6350f1f4)  (0.6s)
[12:48:40] [30/200] c8b7cc0f: CORRECT  rule=inside_marker_count_3x3  via=stored(c8b7cc0f)  (0.1s)
[12:48:40] [31/200] a5313dff: CORRECT  rule=rect_interior_marker_fill  via=stored(a5313dff)  (0.2s)
[12:48:40] [32/200] ed98d772: CORRECT  rule=rotational_quadrants_2x  via=stored(ed98d772)  (0.1s)
[12:48:40] [33/200] cf5fd0ad: CORRECT  rule=rotational_4fold  via=stored(cf5fd0ad)  (0.2s)
[12:48:41] [34/200] 84db8fc4: CORRECT  rule=interior_exterior_recolor  via=stored(84db8fc4)  (0.6s)
[12:48:41] [35/200] e9b4f6fc: CORRECT  rule=framed_recolor_legend  via=stored(e9b4f6fc)  (0.3s)
[12:48:42] [36/200] 642d658d: CORRECT  rule=plus_majority_color  via=stored(642d658d)  (1.3s)
[12:48:42] [37/200] 9b30e358: CORRECT  rule=tile_pattern_vertical  via=stored(9b30e358)  (0.1s)
[12:48:43] [38/200] b94a9452: CORRECT  rule=object_extract_swap  via=stored(b94a9452)  (0.2s)
[12:48:43] [39/200] 14b8e18c: CORRECT  rule=square_corner_marker  via=stored(14b8e18c)  (0.3s)
[12:48:43] [40/200] 705a3229: CORRECT  rule=corner_l_shoot  via=stored(705a3229)  (0.5s)
[12:48:45] [41/200] 15660dd6: INCORRECT  rule=identity  via=pipeline(steps=14)  (1.1s)
[12:48:45] [42/200] 48131b3c: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:48:45] [43/200] c8f0f002: CORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.1s)
[12:48:45] [44/200] 332efdb3: INCORRECT  rule=recolor_sequential  via=pipeline(steps=16)  (0.2s)
[12:48:45] [45/200] 7d7772cc: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.5s)
[12:48:46] [46/200] cdecee7f: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:48:47] [47/200] 3194b014: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.3s)
[12:48:47] [48/200] 29623171: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.5s)
[12:48:48] [49/200] bda2d7a6: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:48:49] [50/200] 22208ba4: INCORRECT  rule=identity  via=pipeline(steps=18)  (1.0s)
[12:48:49] [51/200] 72207abc: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.3s)
[12:48:49] [52/200] f5b8619d: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:48:50] [53/200] 09629e4f: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.7s)
[12:48:51] [54/200] 33b52de3: INCORRECT  rule=identity  via=pipeline(steps=14)  (1.4s)
[12:48:52] [55/200] 6d75e8bb: CORRECT  rule=bbox_fill  via=pipeline(steps=16)  (0.3s)
[12:48:52] [56/200] 99b1bc43: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:48:52] [57/200] ac2e8ecf: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.8s)
[12:48:54] [58/200] c62e2108: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.6s)
[12:48:54] [59/200] 3d31c5b3: INCORRECT  rule=identity  via=pipeline(steps=22)  (0.4s)
[12:48:55] [60/200] 995c5fa3: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:48:56] [61/200] 985ae207: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.7s)
[12:48:57] [62/200] 5168d44c: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.3s)
[12:48:57] [63/200] a65b410d: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:48:57] [64/200] 67e8384a: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:48:57] [65/200] 62c24649: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.1s)
[12:48:57] [66/200] e345f17b: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:48:57] [67/200] 59341089: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:48:59] [68/200] 070dd51e: INCORRECT  rule=identity  via=pipeline(steps=14)  (1.0s)
[12:48:59] [69/200] 37ce87bb: INCORRECT  rule=recolor_sequential  via=pipeline(steps=16)  (0.3s)
[12:48:59] [70/200] 007bbfb7: INCORRECT  rule=identity  via=pipeline(steps=20)  (0.3s)
[12:49:00] [71/200] 11852cab: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.5s)
[12:49:00] [72/200] 506d28a5: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:49:00] [73/200] 845d6e51: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.8s)
[12:49:01] [74/200] 445eab21: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:49:02] [75/200] 8731374e: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.3s)
[12:49:02] [76/200] e5c44e8f: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.4s)
[12:49:03] [77/200] b7cb93ac: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:49:03] [78/200] e5062a87: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.5s)
[12:49:04] [79/200] 1acc24af: INCORRECT  rule=color_mapping  via=pipeline(steps=18)  (0.6s)
[12:49:04] [80/200] e7a25a18: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.4s)
[12:49:04] [81/200] ce4f8723: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:49:05] [82/200] 87ab05b8: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.1s)
[12:49:05] [83/200] 31adaf00: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.6s)
[12:49:07] [84/200] d94c3b52: INCORRECT  rule=identity  via=pipeline(steps=16)  (2.3s)
[12:49:08] [85/200] 36d67576: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.8s)
[12:49:09] [86/200] c658a4bd: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.5s)
[12:49:09] [87/200] e76a88a6: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.3s)
[12:49:10] [88/200] 50a16a69: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.8s)
[12:49:10] [89/200] 8fff9e47: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.4s)
[12:49:11] [90/200] 0b148d64: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.0s)
[12:49:12] [91/200] b27ca6d3: INCORRECT  rule=color_mapping  via=pipeline(steps=14)  (0.7s)
[12:49:12] [92/200] 3aa6fb7a: INCORRECT  rule=color_mapping  via=pipeline(steps=14)  (0.1s)
[12:49:14] [93/200] 6ffe8f07: INCORRECT  rule=color_mapping  via=pipeline(steps=18)  (2.3s)
[12:49:16] [94/200] 8dae5dfc: INCORRECT  rule=identity  via=pipeline(steps=18)  (1.9s)
[12:49:17] [95/200] 0e671a1a: INCORRECT  rule=color_mapping  via=pipeline(steps=18)  (0.8s)
[12:49:18] [96/200] ea32f347: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.5s)
[12:49:18] [97/200] 6a11f6da: INCORRECT  rule=identity  via=pipeline(steps=20)  (0.5s)
[12:49:19] [98/200] 9ddd00f0: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.6s)
[12:49:19] [99/200] 5117e062: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.4s)
[12:49:19] [100/200] dae9d2b5: INCORRECT  rule=identity  via=pipeline(steps=20)  (0.1s)
[12:49:20] [101/200] ac605cbb: INCORRECT  rule=identity  via=pipeline(steps=22)  (0.9s)
[12:49:21] [102/200] 4df5b0ae: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.5s)
[12:49:21] [103/200] ed74f2f2: INCORRECT  rule=identity  via=pipeline(steps=22)  (0.2s)
[12:49:21] [104/200] f0100645: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.4s)
[12:49:23] [105/200] 9d9215db: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.3s)
[12:49:26] [106/200] f3b10344: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (3.1s)
[12:49:26] [107/200] ec883f72: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.4s)
[12:49:26] [108/200] bbb1b8b6: INCORRECT  rule=identity  via=pipeline(steps=24)  (0.2s)
[12:49:28] [109/200] 4ff4c9da: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (2.2s)
[12:49:30] [110/200] 8dab14c2: INCORRECT  rule=color_mapping  via=pipeline(steps=18)  (1.7s)
[12:49:30] [111/200] d19f7514: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:49:31] [112/200] 3f7978a0: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.3s)
[12:49:31] [113/200] 7468f01a: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.5s)
[12:49:31] [114/200] 0c786b71: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:49:31] [115/200] 662c240a: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.1s)
[12:49:32] [116/200] d4469b4b: INCORRECT  rule=identity  via=pipeline(steps=24)  (0.2s)
[12:49:33] [117/200] 551d5bf1: INCORRECT  rule=color_mapping  via=pipeline(steps=14)  (1.8s)
[12:49:34] [118/200] 94be5b80: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.8s)
[12:49:35] [119/200] 42a50994: INCORRECT  rule=color_mapping  via=pipeline(steps=18)  (1.1s)
[12:49:36] [120/200] 292dd178: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.4s)
[12:49:37] [121/200] 896d5239: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (1.3s)
[12:49:37] [122/200] 6e19193c: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.3s)
[12:49:37] [123/200] aaef0977: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.3s)
[12:49:37] [124/200] 3618c87e: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.1s)
[12:49:38] [125/200] 99306f82: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.9s)
[12:49:39] [126/200] 575b1a71: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.4s)
[12:49:39] [127/200] d4b1c2b1: INCORRECT  rule=identity  via=pipeline(steps=24)  (0.3s)
[12:49:39] [128/200] b60334d2: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.3s)
[12:49:40] [129/200] f18ec8cc: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.6s)
[12:49:43] [130/200] 891232d6: INCORRECT  rule=identity  via=pipeline(steps=18)  (2.5s)
[12:49:46] [131/200] de493100: INCORRECT  rule=identity  via=pipeline(steps=18)  (3.9s)
[12:49:48] [132/200] d753a70b: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.2s)
[12:49:48] [133/200] e21d9049: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.6s)
[12:49:50] [134/200] 6165ea8f: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.7s)
[12:49:50] [135/200] 9af7a82c: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.1s)
[12:49:50] [136/200] cd3c21df: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.3s)
[12:49:51] [137/200] 3391f8c0: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.6s)
[12:49:52] [138/200] 18419cfa: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (1.5s)
[12:49:53] [139/200] 60b61512: INCORRECT  rule=color_mapping  via=pipeline(steps=14)  (0.2s)
[12:49:53] [140/200] cfb2ce5a: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.4s)
[12:49:53] [141/200] e6de6e8f: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:49:54] [142/200] e98196ab: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.4s)
[12:49:54] [143/200] ef135b50: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.4s)
[12:49:55] [144/200] 5833af48: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.9s)
[12:49:55] [145/200] bae5c565: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.3s)
[12:49:57] [146/200] 696d4842: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.9s)
[12:49:58] [147/200] 7d18a6fb: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.8s)
[12:49:59] [148/200] 692cd3b6: INCORRECT  rule=recolor_sequential  via=pipeline(steps=16)  (0.8s)
[12:49:59] [149/200] 54d82841: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.2s)
[12:50:00] [150/200] af726779: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.1s)
[12:50:00] [151/200] be94b721: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:50:01] [152/200] e99362f0: INCORRECT  rule=identity  via=pipeline(steps=22)  (0.5s)
[12:50:01] [153/200] 7c8af763: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.5s)
[12:50:02] [154/200] 8ba14f53: INCORRECT  rule=identity  via=pipeline(steps=22)  (0.2s)
[12:50:03] [155/200] a57f2f04: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.8s)
[12:50:05] [156/200] 83eb0a57: INCORRECT  rule=identity  via=pipeline(steps=16)  (2.0s)
[12:50:07] [157/200] 34cfa167: INCORRECT  rule=identity  via=pipeline(steps=14)  (2.0s)
[12:50:08] [158/200] 4612dd53: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.6s)
[12:50:08] [159/200] b25e450b: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.7s)
[12:50:09] [160/200] bd5af378: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.4s)
[12:50:09] [161/200] 97c75046: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.3s)
[12:50:10] [162/200] 2bcee788: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.5s)
[12:50:10] [163/200] 9f27f097: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.6s)
[12:50:11] [164/200] 68bc2e87: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.8s)
[12:50:12] [165/200] f83cb3f6: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.6s)
[12:50:12] [166/200] b1948b0a: CORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.1s)
[12:50:12] [167/200] 626c0bcc: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.2s)
[12:50:12] [168/200] d37a1ef5: INCORRECT  rule=recolor_sequential  via=pipeline(steps=16)  (0.5s)
[12:50:14] [169/200] 6aa20dc0: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (1.7s)
[12:50:15] [170/200] 1da012fc: INCORRECT  rule=identity  via=pipeline(steps=14)  (1.1s)
[12:50:17] [171/200] e88171ec: INCORRECT  rule=recolor_sequential  via=pipeline(steps=16)  (1.6s)
[12:50:17] [172/200] 83b6b474: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.2s)
[12:50:17] [173/200] 78e78cff: INCORRECT  rule=recolor_sequential  via=pipeline(steps=14)  (0.4s)
[12:50:18] [174/200] 4522001f: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.1s)
[12:50:18] [175/200] a9f96cdd: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.1s)
[12:50:18] [176/200] c87289bb: INCORRECT  rule=color_mapping  via=pipeline(steps=18)  (0.6s)
[12:50:20] [177/200] ad173014: INCORRECT  rule=identity  via=pipeline(steps=16)  (2.2s)
[12:50:22] [178/200] 2546ccf6: INCORRECT  rule=identity  via=pipeline(steps=14)  (1.4s)
[12:50:26] [179/200] a64e4611: INCORRECT  rule=recolor_sequential  via=pipeline(steps=16)  (4.0s)
[12:50:28] [180/200] fd4b2b02: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.7s)
[12:50:29] [181/200] 5b526a93: INCORRECT  rule=color_mapping  via=pipeline(steps=14)  (1.1s)
[12:50:29] [182/200] 539a4f51: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.3s)
[12:50:29] [183/200] 2601afb7: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.3s)
[12:50:30] [184/200] 1cf80156: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.3s)
[12:50:30] [185/200] 5792cb4d: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.3s)
[12:50:30] [186/200] 7ee1c6ea: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.7s)
[12:50:31] [187/200] fafffa47: INCORRECT  rule=identity  via=pipeline(steps=20)  (0.1s)
[12:50:31] [188/200] db3e9e38: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.2s)
[12:50:32] [189/200] e509e548: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.8s)
[12:50:32] [190/200] 668eec9a: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.6s)
[12:50:32] [191/200] 31d5ba1a: INCORRECT  rule=identity  via=pipeline(steps=20)  (0.2s)
[12:50:33] [192/200] 0bb8deee: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.5s)
[12:50:33] [193/200] 5d588b4d: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.5s)
[12:50:34] [194/200] 8597cfd7: INCORRECT  rule=identity  via=pipeline(steps=18)  (0.2s)
[12:50:34] [195/200] 7ec998c9: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (0.2s)
[12:50:35] [196/200] a04b2602: INCORRECT  rule=color_mapping  via=pipeline(steps=16)  (1.5s)
[12:50:37] [197/200] b457fec5: INCORRECT  rule=identity  via=pipeline(steps=16)  (1.4s)
[12:50:37] [198/200] 140c817e: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.6s)
[12:50:37] [199/200] 3ac3eb23: INCORRECT  rule=identity  via=pipeline(steps=14)  (0.2s)
[12:50:38] [200/200] 67636eac: INCORRECT  rule=identity  via=pipeline(steps=16)  (0.4s)
[12:50:38] 
[12:50:38] =======================================================
[12:50:38] Tasks:       200  (0 errors)
[12:50:38] Correct:     42 / 200  (21.0%)
[12:50:38] Rules:       46 -> 75  (+29 learned)
[12:50:38] Reused:      38 times (stored rule hit)
[12:50:38] Discovered:  39 new rules from pipeline
[12:50:38] Time:        133s  (0.7s/task)
[12:50:38] =======================================================
